Identifier,Station Number,Lat,Lon,Name,Start,End
UKM00003559,03559,52.1039,-0.4214,CARDINGTON,1996,2020
UKM00003743,03743,51.2017,-1.8058,LARKHILL,1942,2020
UKM00003808,03808,50.2183,-5.3275,CAMBORNE,1949,2020
UKM00003882,03882,50.8994,0.3169,HERSTMONCEUX,1993,2020
UKM00003918,03918,54.5,-6.3333,CASTOR BAY,2002,2020
UPM00033317,33317,50.1667,27.0333,SHEPETIVKA,1957,2020
UPM00033345,33345,50.4,30.5667,KIEV,1939,2020
UPM00033393,33393,49.8167,23.95,L'VIV,1947,2020
UPM00033791,33791,48.0333,33.2167,KRYVYI RIH,1949,2020
UPM00033837,33837,46.4333,30.7667,ODESA,1939,2020
UPM00034300,34300,49.9667,36.1333,KHARKIV,1939,2020
USM00070026,70026,71.2889,-156.7833,AK BARROW/W. POST W. ROGERS,1932,2020
USM00070133,70133,66.8864,-162.6133,AK KOTZEBUE,1942,2020
USM00070200,70200,64.5072,-165.4347,AK NOME,1930,2020
USM00070219,70219,60.785,-161.84,AK BETHEL/BETHEL AIRPORT,1940,2020
USM00070231,70231,62.9583,-155.5978,AK MCGRATH,1942,2020
USM00070261,70261,64.8161,-147.8767,AK FAIRBANKS/INT.,1930,2020
USM00070273,70273,61.1567,-149.9864,AK ANCHORAGE/INT.,1938,2020
USM00070308,70308,57.15,-170.2167,AK ST. PAUL ISLANDS,1944,2020
USM00070316,70316,55.2011,-162.7164,AK COLD BAY,1946,2020
USM00070326,70326,58.6794,-156.6683,AK KING SALMON,1953,2020
USM00070350,70350,57.7431,-152.4867,AK KODIAK,1946,2020
USM00070361,70361,59.5167,-139.6667,AK YAKUTAT,1942,2020
USM00070398,70398,55.0389,-131.5778,AK ANNETTE ISLAND,1942,2020
USM00070414,70414,52.7167,174.1,AK SHEMYA AFB,1946,2020
USM00072201,72201,24.5531,-81.7886,FL KEY WEST/INT.,1919,2020
USM00072202,72202,25.7544,-80.3831,FL MIAMI,1945,2020
USM00072206,72206,30.4839,-81.7011,FL JACKSONVILLE/INTNL.,1926,2020
USM00072208,72208,32.895,-80.0275,SC CHARLESTON/MUN.,1932,2020
USM00072210,72210,27.7053,-82.4006,FL TAMPA BAY AREA,1931,2020
USM00072214,72214,30.4461,-84.2994,FL TALLAHASSEE/MUN.,1940,2020
USM00072215,72215,33.3558,-84.5672,GA PEACHTREE CITY,1994,2020
USM00072221,72221,30.4833,-86.5167,FL VALPARAISO/EGLIN AFB,1938,2020
USM00072230,72230,33.1789,-86.7822,AL BIRMINGHAM,1994,2020
USM00072233,72233,30.3369,-89.825,LA SLIDELL/MUN. LA,1988,2020
USM00072235,72235,32.3189,-90.08,MS JACKSON/ALLEN C. THOMPSON FIEL,1932,2020
USM00072240,72240,30.1253,-93.2161,LA LAKE CHARLES/MUN.,1940,2020
USM00072248,72248,32.4511,-93.8414,LA SHREVEPORT/REG.,1949,2020
USM00072249,72249,32.835,-97.2986,TX FORT WORTH,1937,2020
USM00072250,72250,25.9167,-97.4192,TX BROWNSVILLE/INT.,1929,2020
USM00072251,72251,27.7789,-97.5056,TX CORPUS CHRISTI/INT.,1953,2020
USM00072261,72261,29.3744,-100.9183,TX DEL RIO/INT.,1954,2020
USM00072265,72265,31.9425,-102.1892,TX MIDLAND/MIDLAND REG. AIRTERM,1930,2020
USM00072274,72274,32.2278,-110.9558,AZ TUCSON,1932,2020
USM00072293,72293,32.8333,-117.1167,CA SAN DIEGO/MIRAMAR,1946,2020
USM00072305,72305,34.7761,-76.8767,NC NEWPORT,1994,2020
USM00072317,72317,36.0981,-79.9428,NC GREENSBORO/G.-HIGH PT.,1928,2020
USM00072318,72318,37.2039,-80.4142,VA BLACKSBURG,1995,2020
USM00072327,72327,36.2469,-86.5617,TN NASHVILLE/OLD HICKORY,1937,2020
USM00072340,72340,34.835,-92.2594,AR LITTLE ROCK/ADAMS FLD,1947,2020
USM00072357,72357,35.1808,-97.4378,OK NORMAN/MAX WESTHEIMER A,1974,2020
USM00072363,72363,35.2331,-101.7092,TX AMARILLO/INTL.,1932,2020
USM00072364,72364,31.8728,-106.6981,TX SANTA TERESA,1932,2020
USM00072365,72365,35.0378,-106.6219,NM ALBUQUERQUE/INT.,1931,2020
USM00072376,72376,35.23,-111.8217,AZ FLAGSTAFF,1995,2020
USM00072381,72381,34.9167,-117.9,CA EDWARDS AFB,1942,2020
USM00072388,72388,36.05,-115.1833,NV AS VEGAS,1935,2020
USM00072393,72393,34.75,-120.5667,CA VANDENBERG AFB,1958,2020
USM00072402,72402,37.9333,-75.4833,VA WALLOPS ISLAND,1963,2020
USM00072403,72403,38.9767,-77.4858,VA STERLING,1960,2020
USM00072426,72426,39.4214,-83.8217,OH WILMINGTON,1943,2020
USM00072440,72440,37.2347,-93.4014,MO SPRINGFIELD/MUN.,1939,2020
USM00072451,72451,37.7614,-99.9686,KS DODGE CITY/MUN.,1940,2020
USM00072456,72456,39.0722,-95.6306,KS TOPEKA/MUN.,1953,2020
USM00072469,72469,39.7675,-104.8694,CO DENVER/STAPLETON INT.,1919,2020
USM00072476,72476,39.12,-108.525,CO GRAND JUNCTION/WALKER FIELD,1938,2020
USM00072489,72489,39.5681,-119.7967,NV RENO,1927,2020
USM00072493,72493,37.7444,-122.2236,CA OAKLAND/METROP. OAKLAND INT.,1928,2020
USM00072501,72501,40.865,-72.8628,NY UPTON,1994,2020
USM00072518,72518,42.6919,-73.8322,NY ALBANY,1930,2020
USM00072520,72520,40.5317,-80.2172,PA PITTSBURGH,1934,2020
USM00072528,72528,42.9411,-78.7189,NY BUFFALO/GREATER BUFFALO INT.,1929,2020
USM00072558,72558,41.32,-96.3669,NE VALLEY,1926,2020
USM00072562,72562,41.1328,-100.7,NE NORTH PLATTE/LEE BIRD,1930,2020
USM00072572,72572,40.7722,-111.9553,UT SALT LAKE CITY/INTNL UT.,1926,2020
USM00072582,72582,40.86,-115.7422,NV ELKO,1931,2020
USM00072597,72597,42.3769,-122.8822,OR MEDFORD/MEDFORD-JACKSON COUNTY,1926,2020
USM00072632,72632,42.6989,-83.4714,MI WHITE LAKE,1994,2020
USM00072634,72634,44.9075,-84.7189,MI GAYLORD,1996,2020
USM00072645,72645,44.4986,-88.1119,WI GREEN BAY/A.-STRAUBEL,1940,2020
USM00072649,72649,44.8497,-93.5647,MN CHANHASSEN,1937,2020
USM00072659,72659,45.4556,-98.4133,SD ABERDEEN/REG.,1994,2020
USM00072662,72662,44.0728,-103.21,SD RAPID CITY WFO,1939,2020
USM00072672,72672,43.0647,-108.4767,WY RIVERTON,1995,2020
USM00072681,72681,43.5672,-116.2114,ID BOISE/MUN.,1926,2020
USM00072694,72694,44.9092,-123.0083,OR SALEM/MCNARY,1956,2020
USM00072712,72712,46.8683,-68.0136,ME CARIBOU/MUN.,1940,2020
USM00072747,72747,48.5647,-93.3975,MN INT.FALLS/FALLS INT. MN.,1942,2020
USM00072764,72764,46.7717,-100.7594,ND BISMARCK/MUN.,1932,2020
USM00072768,72768,48.2067,-106.6256,MT GLASGOW/INT.,1943,2020
USM00072776,72776,47.4614,-111.3847,MT GREAT FALLS,1940,2020
USM00072786,72786,47.6806,-117.6267,WA SPOKANE,1926,2020
USM00072797,72797,47.9339,-124.5603,WA QUILLAYUTE,1966,2020
USM00074003,74003,40.1667,-112.9333,UT DUGWAY PRVGR,1944,2020
USM00074004,74004,32.8356,-114.4,AZ YUMA PROVING GROUNDS AZ,1992,2020
USM00074005,74005,32.8636,-114.0331,AZ YUMA PRVGR,2008,2020
USM00074389,74389,43.8925,-70.2572,ME GRAY,1940,2020
USM00074455,74455,41.6114,-90.5817,IA QUAD CITY,1935,2020
USM00074494,74494,41.6569,-69.9589,MA CHATHAM,1970,2020
USM00074560,74560,40.1517,-89.3383,IL LINCOLN,1995,2020
USM00074612,74612,35.6833,-117.6833,CA CHINA LAKE,1946,2020
USM00074646,74646,36.6,-97.5,OK LAMONT,2000,2020
USM00074794,74794,28.4667,-80.55,FL CAPE KENNEDY,1950,2020
USM00091165,91165,21.9933,-159.3467,HI LIHUE,1950,2020
USM00091285,91285,19.7183,-155.0583,HI HILO HI,1943,2020
UVM00065503,65503,12.35,-1.5167,OUAGADOUGOU,1940,2020
UVM00065510,65510,11.1667,-4.3,BOBO-DIOULASSO,1940,2020
VMM00048820,48820,21.0333,105.8,HA NOI,1953,2020
VMM00048839,48839,20.1333,107.7167,BACH LONG VI,2012,2020
VMM00048845,48845,18.6667,105.6833,VINH,1960,2020
VMM00048855,48855,16.0667,108.35,DA NANG,1962,2020
VMM00048870,48870,13.7667,109.2167,QUY NHON,1973,2020
VMM00048877,48877,12.2167,109.2167,NHA TRANG,1978,2020
VMM00048887,48887,10.9333,108.1,PHAN THIET,1978,2020
VMM00048900,48900,10.8167,106.6667,TAN SON HOA,1954,2020
VMM00048914,48914,9.1833,105.15,CA MAU,1974,2020
WAM00068110,68110,-22.5667,17.1,WINDHOEK,1986,2020
WIM00060096,60096,23.7111,-15.9308,DAKHLA,1974,2020
